entity,text
http://www.wikidata.org/entity/Q13572334,"Diana and Her Nymphs Leaving for the Hunt is a 1623–1624 oil on panel painting by Peter Paul Rubens (figures) and Jan Brueghel the Elder (landscape and animals). Diana It is now in the Musée de la Chasse et de la Nature in Paris. During his life, Rubens hoped to encourage the painting of classicist hunting scenes.[1]

The figures were painted by Rubens, while the landscape and animals are by Brueghel's hand. The work is made on a panel of 57 x 98 cm and can be viewed in the Musée de la Chasse et de la Nature in Paris.

There has been much discussion about the quality and provenance of the painting. It is not normal for Rubens to sign his work, which is the case in this painting. Brueghel did sign his works. Nor is the painting an example of Rubens' style. It is too gallant and too spacious for that. The brushstrokes are not large and virtuoso, which is characteristic of Rubens. Nevertheless, the painting is an example of a finished combination between Rubens and Brueghel.

Brueghel is known for his beautiful paintings of landscapes, animals and flowers. For the figures he collaborated with other painters, as is the case here. Brueghel often collaborated with Rubens before the latter left for Italy in 1610.

This article about a seventeenth-century painting is a stub. You can help Wikipedia by expanding it."
http://www.wikidata.org/entity/Q4340198,"The Father's Curse - The Ungrateful Son is an oil-on-canvas painting by the French artist Jean-Baptiste Greuze, first exhibited at the Paris Salon of 1777, where it was unanimously praised by art critics such as Denis Diderot. It is now in the Louvre in Paris.[1]

Based on Diderot's account of the 1761 Salon,[2] the work shows a son announcing to his family that he is leaving to join the army, with his father forbidding it. The work forms a pair with Greuze's The Son Punished.[3]

The subject of the painting[4] is a scene from a family drama, when the son announces to his father that he is leaving for the army and the father curses him. The Curse of the Father, part of a diptych, is associated with another painting by Greuze, The Son Punished.



This article about an eighteenth-century painting is a stub. You can help Wikipedia by expanding it."
http://www.wikidata.org/entity/Q24930281,"Archduke Leopold Wilhelm Hunting Heron or Heron Hunting Scene with Archduke Leopold Wilhelm is a 1652-1656 oil on canvas painting by David Teniers the Younger, now in the Louvre Museum, in Paris. A simple scene of falcons being used to hunt heron on the surface, it conceals a political allegory.[1]

Archduke Leopold Wilhelm of Austria became governor of the Spanish Netherlands in 1647, making Teniers his official court painter and curator of his art collection in the region's capital, Brussels, seen in the background.[2] Five years later the Prince de Condé (loyal to Philip IV of Spain) took his army to the Spanish Netherlands, leading to a conflict with Louis XIV's France in the south of the Spanish-held region, a conflict which set the context for the painting.[3][4]

At that time a struggle between a heron and a falcon was a commonly-held symbol of a battle with an uncertain outcome,[5] with the heron here representing the Spanish Netherlands, under attack from both France and the Dutch Republic (the two falcons shown) but still hopeful of victory rather than resigned to defeat.[6]

Until 1784 it was in the collection of Joseph Hyacinthe François-de-Paule de Rigaud, comte de Vaudreuil, France's Grand Falconer. Hit by financial problems, he sold off his art collection in two public auctions in 1784 and 1787.[7] Hunting Heron was bought as lot 32 at the first sale by Louis XVI, along with around thirty other paintings, mostly Flemish and Dutch and all intended for the royal collections in the Grande Galerie of the Louvre Palace.[8][9]
"
http://www.wikidata.org/entity/Q3203447,"Killing a Deer or A Deer Hunt – The Kill (French: L'Hallali du cerf), is a very large picture (355 by 505 cm), representing a hunting scene, painted in 1867 by Gustave Courbet. The picture is currently on display in the Musée des Beaux-Arts et d'Archéologie of Besançon.

The painting was done during the winter of 1866–1867. It is in the large format newly adopted by Courbet, as also in A Burial at Ornans and The Artist's Studio. The work was exhibited at the French art salons and academies of 1869. The picture caused some scandal, major formats being previously reserved for noble history paintings rather than hunting scenes.

The scene shows a deer attacked by a pack of hunting dogs and collapsed on the snowy ground. Two characters are on the right. The drill is Cusenier Jules, a resident of Ornans while the man on horseback is Felix Gaudy, of Vuillafans.[1] L'Hallali is in the tradition of representation of the scene hunt, from the seventeenth century. Courbet uses a harsh realistic representation closer to Flemish models. Hunting scenes are common in the paintings of Courbet; every step of the chase is represented

There is another influence in this painting, that of The Massacre at Chios (1824) by Eugène Delacroix (illustrated). His influence is reflected particularly through the mounted character.[2]
"
http://www.wikidata.org/entity/Q18736711,"The Grand Canal in Venice is a c. 1736-1740 oil on canvas veduta by Bernardo Bellotto. It is now in the Musée des Beaux-Arts de Lyon, which bought it in 1891.

Maneuvering gondolas are seen in the foreground, with buildings on either side of the Grand Canal at Campo San Samuele (some missing today on the right replaced by the Grassi Palace, and one under construction on the left the Ca 'Rezzonico).

Centered at the back, the Balbi Palace, recognizable by its two obelisks on the roof, and on both sides, on the left, the bell tower of the Basilica of Santa Maria Gloriosa dei Frari, on the right the bell tower of the Church of San Tomà. The sky is particularly neat with its shooting clouds.

This article about an eighteenth-century painting is a stub. You can help Wikipedia by expanding it."
http://www.wikidata.org/entity/Q687182,"

Arrangement in Grey and Black No. 1, best known under its colloquial name Whistler's Mother or Portrait of Artist's Mother,[1][2] is a painting in oils on canvas created by the American-born painter James Abbott McNeill Whistler in 1871. The subject of the painting is Whistler's mother, Anna McNeill Whistler. The painting is 56.81 by 63.94 inches (1,443 mm × 1,624 mm),[3] displayed in a frame of Whistler's own design. It is held by the Musée d'Orsay in Paris,[2] having been bought by the French state in 1891. It is one of the most famous works by an American artist outside the United States. It has been variously described as an American icon[3][4][5][6] and a Victorian Mona Lisa.[3][7][8]

Anna McNeill Whistler posed for the painting while living in London with her son at Cheyne Walk, Chelsea.[9]

Several unverifiable stories relate to the painting of the work; one is that Anna Whistler acted as a replacement for another model who could not make the appointment. Allegedly, Whistler originally envisioned painting the model standing up. However, his mother was too uncomfortable to pose standing for an extended period.

The work was shown at the 104th Exhibition of the Royal Academy of Art in London (1872), after coming within a hair's breadth of rejection by the Academy. This episode worsened the rift between Whistler and the British art world; Arrangement was the last painting he submitted for the Academy's approval (although his etching of Old Putney Bridge was exhibited there in 1879). Vol. VIII of The Royal Academy of Arts: A Complete Dictionary of Contributors and their work from its foundation in 1769 to 1904 (by Algernon Graves, F.S.A., London 1906) lists the 1872 exhibit as no. 941, ""Arrangement in Grey and Black: Portrait of the Painter's mother"", and gives Whistler's address as The White House, Chelsea Embankment.

The sensibilities of a Victorian era viewing audience would not accept what was a portrait exhibited as an ""arrangement"", hence the addition of the explanatory title Portrait of the Painter's mother. From this, the work acquired its enduring nickname of simply Whistler's Mother. After Thomas Carlyle viewed the painting, he agreed to sit for a similar composition, this one titled Arrangement in Grey and Black, No. 2. Thus the previous painting became, by default, Arrangement in Grey and Black, No. 1.

Whistler eventually pawned the painting, acquired in 1891 by Paris's Musée du Luxembourg. Whistler's works, including this one, had attracted several imitators. Numerous similarly posed and restricted-colour palette paintings soon appeared, particularly by American expatriate painters. For Whistler, having one of his paintings displayed in a major museum helped attract wealthy patrons. In December 1884, Whistler wrote:[citation needed]

Just think—to go and look at one's own picture hanging on the walls of Luxembourg—remembering how it had been treated in England—to be met everywhere with deference and respect...and to know that all this is ... a tremendous slap in the face to the Academy and the rest! Really it is like a dream.
As a proponent of ""art for art's sake"", Whistler professed to be perplexed and annoyed by the insistence of others upon viewing his work as a ""portrait"". In his 1890 book The Gentle Art of Making Enemies, he wrote:[10]

Take the picture of my mother, exhibited at the Royal Academy as an ""Arrangement in Grey and Black."" Now that is what it is. To me it is interesting as a picture of my mother; but what can or ought the public to care about the identity of the portrait?
Both Whistler's Mother and Thomas Carlyle were engraved by the English engraver Richard Josey.[11] The image has been used since the Victorian era as an icon for motherhood, affection for parents, and ""family values"" in general, especially in the United States. For example, in 1934, the U.S. Post Office Department issued a stamp engraved with the portrait detail from Whistler's Mother, bearing the slogan ""In memory and in honor of the mothers of America."" In the Borough of Ashland, Pennsylvania, an eight-foot-high statue based on the painting was erected as a tribute to mothers by the Ashland Boys' Association in 1938, during the Great Depression.[12]

The image has been repeatedly appropriated for commercial advertisements and parodies, such as doctored images of the subject watching television, and sometimes accompanied by captions such as ""Whistler's Mother Is Off Her Rocker.""

In summing up the painting's influence, art historian Martha Tedeschi has stated:

Whistler's Mother, Wood's American Gothic, Leonardo da Vinci's Mona Lisa and Edvard Munch's The Scream have all achieved something that most paintings—regardless of their art historical importance, beauty, or monetary value—have not: they communicate a specific meaning almost immediately to almost every viewer. These few works have successfully made the transition from the elite realm of the museum visitor to the enormous venue of popular culture.[13]
Whistler's Mother has been exhibited several times in the United States, notably at the Century of Progress world's fair in Chicago in 1933–34. It was shown at the Atlanta Art Association in the fall of 1962,[14] the National Gallery of Art in 1994, and the Detroit Institute of Arts in 2004.[15] It was exhibited at the Boston Museum of Fine Arts in 1983 in an exhibition called: 
A New World: Masterpieces of American Painting 1760- 1910. 

And from June to September 2006.[citation needed] From May 22 to September 6, 2010, it was shown at the M. H. de Young Memorial Museum in San Francisco.[16] The painting was exhibited at the Norton Simon Museum in Pasadena, California, from March 27 to June 22, 2015,[17] and then at the Clark Art Institute in Williamstown, Massachusetts. It was shown at the Art Institute of Chicago from March 4 to May 21, 2017.[18] It had returned to the Musee d'Orsay as of early August 2019.

The painting has been featured or mentioned in numerous works of fiction and within pop culture. These include films such as Sing and Like It (1934), the Donald Duck shorts Early to Bed (1941) & Donald's Diary (1954), The Fortune Cookie (1966), The Rocky Horror Picture Show (1975), Babette's Feast (1986),[19] Bean (1997), I Am Legend (2007), and Cloudy with a Chance of Meatballs 2 (2013).

English rock musician John Lennon used a self-portrait modeled after the painting on the cover of his 1975 compilation album Shaved Fish.

It has been mentioned in television episodes of The Simpsons (""Rosebud"",[20][21] ""The Trouble with Trillions"",[22][23] and ""The Burns and the Bees""[citation needed]).

The painting is mentioned in Vladimir Nabokov's novel Lolita.[24]

The painting is mentioned in part six of Don Delillo's novel Underworld.

In a four-part episode of the Underdog cartoon series (Parts 69-72 in the series) entitled ""Whistler's Father"", Underdog is assigned to stand guard in a museum to prevent the theft of a valuable painting called Whistler's Father.

The film The Naked Gun 2½: The Smell of Fear (1991) features the shape of the painting as a birthmark that is used to identify a character after he is replaced with an ""evil double.""

The painting is central to the plot of the comedy film Bean (1997), in which Mr. Bean accidentally defaces it during its repatriation to the United States and secretly replaces it with a poster.

The painting was featured in America's Next Top Model, Cycle 5 to inspire the photoshoots for Olay's Quench body lotion, in a modern interpretation of the classical artwork.

Fred Armisen's character Karl Cowperthwaite frequently mentions the painting in season 4 of the TV show Last Man on Earth.

Cole Porter’s Anything Goes lists the painting in the song ""You're the Top"".

Actor Hurd Hatfield toured internationally several times with the play Son of Whistler's Mother by playwright Maggie Williams.[25]

The movie Sneakers (1992) features two characters code-named Whistler and Mother, played by David Strathairn and Dan Aykroyd, respectively.[26]

Between 1959 and 2021, the Douglas A-26 Invader serial number 41-39401 was either flown or displayed with the name of Whistler's Mother. It featured a reproduction of the painting on the nose.

Whistler, and particularly this painting, had a profound effect on Claude Debussy, a contemporary French composer. In 1894, Debussy wrote to violinist Eugène Ysaÿe describing his Nocturnes as ""an experiment in the different combinations that can be obtained from one color – what a study in grey would be in painting."" Whether Debussy used the term color to refer to orchestration or harmony, critics have observed ""shades"" of a particular sound quality in his music.[27]
"
http://www.wikidata.org/entity/Q1848811,"

Man with a Glove (French: L'Homme au Gant) is an oil-on-canvas portrait by the Italian Renaissance artist Titian, painted c. 1520.[1] It is part of the collections of the Musée du Louvre, Paris.[2]

The work originates from the Gonzaga family's collection at Mantua. It was acquired by Charles I of England in 1627. Sometime after his beheading in 1649, the painting was auctioned and bought by the Cologne banker Eberhard Jabach.  Eventually, it came in the possession of Louis XIV of France, and was transferred from the Palace of Versailles to the Louvre in 1792.

The figure has not been identified with certainty. He could be Girolamo Adorno, mentioned in a 1527 letter from Pietro Aretino to Federico Gonzaga, or Giambattista Malatesta, an agent of the Gonzaga in Venice. According to another hypothesis, he could be Ferrante Gonzaga, who was sixteen years old in 1523.

The painting portrays a three-quarters view of a male figure set against a flat black background. He appears to be looking at an indefinite point to the left of the canvas, with his left arm laid on his knee. He could be pointing at his gloves, which were a fashion statement at the time. He is dressed in a wide jacket and a white shirt, in the fashion of the period.

The man's gloved left hand holds a second leather glove; an accessory used by the most refined gentlemen of the time. His right hand is adorned with a golden ring, a symbol of richness, and a necklace decorated with a sapphire and a pearl.  The use of a parapet in portraits was a common device of the young Titian.

In Fred Saberhagen's Berserker series in the short story Patron of the Arts (first appeared in Worlds of If, Aug 1965), a human artist and a Berserker machine discuss the value of art and of this specific painting on a starship in the future after a space battle near the Sol system. In this short story, the Earth-Descended peoples place all of humanity's important artworks on an evacuation starship to preserve the works by sending them to Tau Epsilon.[3]

In Albert Camus's 1971 novel A Happy Death, a character called Eliane, whom Patrice Meursault describes as an Idealist, thinks that she looks like the figure from the painting and even has various reproductions of the painting decorating her room.[4]
"
http://www.wikidata.org/entity/Q17491975,"Haymaking in the Auvergne (French: Fenaison d'Auvergne or La fenaison en Auvergne) is an 1855 oil painting by French artist Rosa Bonheur. It measures 215 cm × 422 cm (85 in × 166 in).

After her first great artistic success, Ploughing in the Nivernais exhibited in 1849, Bonheur showed studies of two new paintings to French Minister of Fine Arts Charles de Morny, Duke of Morny. He rejected one, The Horse Fair, and commissioned Haymaking in the Auvergne instead. Bonheur focussed on completing The Horse Fair first, and De Morny attempted to change his mind after its good reception at the Paris Salon in 1853.

The painting depicts the loading of a hay onto a cart pulled by four oxen. The beasts to the right wait patiently, attended by a man in wide-brimmed hat. Other men are cutting grass with scythes, while women rake up the hay, and other people use pitchforks to lift the hay onto a large pile on the cart.

The painting was bought by the French state in 1854 for 20,000 francs. It won a gold medal when it was exhibited at the Exposition Universelle in Paris in 1855, as a pendant to Ploughing in the Nivernais. It was also exhibited as part of the retrospective of 19th century French art at the 1900 Exposition Universelle.

The painting was held at the Musée du Luxembourg from 1874 to 1878, and then moved to the Château de Fontainebleau, where it remains. A smaller version, 71.1 by 129 centimetres (28.0 in × 50.8 in) is in a private collection. The print of an engraving by William Turner Davey was published in London in 1878 by Louis Brall & Sons.
"
http://www.wikidata.org/entity/Q18397401,"Luigi Cherubini and the Muse of Lyric Poetry is an 1842 oil-on-canvas allegorical portrait of Luigi Cherubini by Jean-Auguste-Dominique Ingres and his then-pupil Henri Lehmann.[1] It was bought from Ingres for 8,000 francs by Louis-Philippe I using civil list money in June 1842 and given to the musée du Luxembourg, before being moved in 1874 to the Louvre Museum, in whose collections it still resides.[2][3]

The work took a long time to produce. Eighteen preparatory drawings are known to exist. It was based on an 1833 portrait of Cherubini by Ingres, of which a pre-1841 copy survives in the Cincinnati Art Museum.[4] To create Luigi Cherubini and the Muse of Lyric Poetry, Ingres retrieved the 1833 portrait, cut the head of Cherubini from it, and had it sewn onto a larger canvas.[5] The muse was probably painted by Lehmann – the craquelure which only affects that figure are linked to an overuse of oil and use of bitumen, which seems to indicate an artist other than Ingres, who did not use that medium.[4][6]
"
http://www.wikidata.org/entity/Q17014176,"Portrait de l'éditeur Eugène Figuière, also referred to as The Publisher Eugene Figuiere (Portrait de Figuière, L'Editeur Eugène Figuière, Portrait d'un Editeur, Portrait d'Eugène Figuière or Portrait of the Publisher Eugene Figuiere), is a painting created in 1913 by the artist, theorist and writer Albert Gleizes. This work was exhibited at the Salon d'Automne, 1913 (no. 768) and Moderni Umeni, 45th Exhibition of SVU Mánes in Prague 1914 (no. 47), and several major exhibitions the following years. Executed in a highly Cubist idiom, the work nevertheless retains recognizable elements relative to its subject matter. The painting, reproduced in Comœdia, 14 November 1913,[1] represents Eugène Figuière. Head of his own publishing company, Figuière strove to be identified with every modern development. In 1912 he published the first and only manifesto on Cubism entitled Du ""Cubisme"", written by Albert Gleizes and Jean Metzinger. In 1913 Figuière published Les Peintres Cubistes, Méditations Esthétiques (The Cubist Painters, Aesthetic Meditations), by Guillaume Apollinaire. The painting, purchased directly from the artist in 1948, is in the permanent collection of the Musée des beaux-arts de Lyon, France.

Portrait of Eugène Figuière is an oil painting on canvas with dimensions 143.5 by l01.5 cm (56.5 x 40 inches) signed and dated ""Alb Gleizes 13"", lower right. Studies for this work likely began during the spring or summer of 1913 while the full portrait was completed during the late summer or early fall of 1913. The work represents Eugène Figuière who is closely associated with Gleizes' friends from the Abbaye de Créteil, Jacques Nayral and Alexandre Mercereau.[2]

Eugène Figuière, head of his own publishing company, strove to be identified with every modern development. In this portrait which Salmon admired for its ""fine and most adroit psychology"", he is surrounded by his publications which were written by Gleizes' friends: Alexandre Mercereau, Georges Polti, Guillaume Apollinaire, Jean Metzinger, Paul Fort, Gustave Kahn, Henri-Martin Barzun and Jacques Nayral.[3]

In this picture Gleizes merges the sitter with the environment, blurring the distinction between background and foreground. In addition to the simultaneous views and multiple perspective, the artist has included the image of a clock in the upper left quadrant (as in Metzinger's Nu à la cheminée, Nude of 1910), a fact that reveals Gleizes' didactic visual and literary reference to the mathematician and philosopher of science Henri Poincaré, and to the philosopher Henri Bergson's concept of 'duration'.[4]

Outlining his practice at the time, in an essay published in February 1913 in Montjoie! Gleizes writes:

It is sufficient for me to say, quickly, that painters today only consider the object in relation to the totality of things and, with regard to itself, in relation to the totality of its aspects. As they are not unaware of the fact that a form which is more pronounced dominates those which are less pronounced, the plastic dynamism will be born from the rhythmic relations of objects to objects, as with the different aspects of one and the same object, juxtaposed—not superposed, as some would like to believe—with all the sensibility and taste of the painter for whom those are the only rules. (Gleizes, 1913)[5]
La Revue Indépendante began publication in June 1911 under the patronage ('Dépôt générale') of Eugène Figuière, later publisher of  Du ""Cubisme"" and of Apollinaire's Aesthetic Meditations - The Cubist Painters. According to Gladys Fabre, Figuière's publishing house opened in 1910 was a successor, via the Bibliothèque des douze and the Oeuvres du jour to the Abbaye de Créteil's own publishing house which, after the closure of the Abbaye itself in 1908, had continued in Paris. The contributors included the poet Paul Fort together with Alexandre Mercereau, Paul Castiaux, H.M. Barzun, Roger Allard and, quite prominently, Jacques Nayral, Gleizes' friend and later brother in law, subject of the great portrait which must have been done about this time. Nayral had contributed previous pieces in the series L'Art et ses représentants, on Mahler and on the writer Gaston Deschamps (1861-1931). Daniel Robbins' Albert Gleizes, 1881-1953, A Retrospective Exhibition, Guggenheim, 1964, mentions another article in the series by Gleizes, on Le Fauconnier, but this does not seem to have appeared in print.[2][6]

Du ""Cubisme"" is translated into English: Cubism, Unwin, London, 1913. Gleizes exhibits in the Armory Show in New York, Chicago and Boston, introducing Cubism to an American audience. An essay by him, Le Cubisme et la Tradition, attacking the Italian Renaissance and its influence on French art, is published by the Italian born Riccardo Canudo (1877-1923) in his journal, Montjoie!. Figuière publishes a collection of essays by Apollinaire, Les Peintres Cubistes, Méditations Esthétiques. Apollinaire uses the word 'la majesté' to characterise Gleizes. In the Salon d'Automne Gleizes exhibits Portrait de Figuière and La Ville et le Fleuve, a monumental successor to Le Dépiquage des Moissons (Harvest Threshing) (it has since been lost). At the Salon, Canudo introduces him to Juliette Roche (1884-1982), daughter of a powerful government minister, Jules Roche, and a member of the circle which is portrayed in Proust's A la recherche du temps perdu.[2]

Albert Gleizes writes in 1925:[2][7]

The year 1913 saw the movement continuing to evolve. The changes it had already undergone since the Indépendants of 1911 could leave people in no doubt as to its nature. Cubism was not a school, distinguished by some superficial variation on a generally accepted norm. It was a total regeneration, indicating the emergence of a wholly new cast of mind. Every season it appeared renewed, growing like a living body. Its enemies could, eventually, have forgiven it if only it had passed away, like a fashion; but they became even more violent when they realised that it was destined to live a life that would be longer than that of those painters who had been the first to assume the responsibility for it.

At the 1913 Salon des Indépendants could be seen a very large work of Jean Metzinger's - L'Oiseau Bleu; Robert Delaunay showed L'Equipe de Cardiff; two important canvasses from Léger; still lifes and L'Homme au Café from Juan Gris; enthusiastic new work from La Fresnaye and from Marcoussis, and from others again; and finally, from myself, Les Joueurs de Football.


Again, to the Salon d'Automne of 1913 - a salon in which Cubism was now the predominating tendency - Metzinger sent the great picture called En Bâteau (En Canot, Im Boot), La Fresnaye La Conquête de l'Air, myself Les Bâteaux de Pêche and La Ville et le Fleuve. If the first moment of surprise had passed by, the interest Cubism excited was as great as ever. The anger and the enthusiasm had not changed sides, our enemies held to their guns. It is enough for proof to read the diatribes of Louis Vauxcelles in Gil Blas for that year,1913, and the panegyrics of Guillaume Apollinaire in L'Intransigeant.[2][7]
By 1913 the predominant tendency in modern art visible at the Salon d'Automne consisted of Cubism with a clear tendency towards abstraction. The trend to use brighter colors that had already begun in 1911 continued through 1912 and 1913. This exhibition, held from 15 November to 8 January 1914, was dominated by de La Fresnaye, Gleizes and Picabia. Works by Delaunay, Duchamp and Léger were not exhibited.[8]

The preface of the catalog was written by the French Socialist politician Marcel Sembat who a year earlier—against the outcry of Jules-Louis Breton regarding the use of public funds to provide the venue (at the Salon d'Automne) to exhibit 'barbaric' art—had defended the Cubists, and freedom of artistic expression in general, in the National Assembly of France.[2][9][10][11]

""I do not in the least wish... to offer a defense of the principles of the cubist movement! In whose name would I present such a defense? I am not a painter... What I do defend is the principle of the freedom of artistic experimentation... My dear friend, when a picture seems bad to you, you have the incontestable right not to look at it, to go and look at others. But one doesn't call the police!"" (Marcel Sembat)[9]
In a review of the 1913 Salon d'Automne published in The Burlington magazine for Connoisseurs, the critic Robert E. Dell writes:

As for the ultra-orthodox Cubists such as M. Gleizes, they are becoming very tiresome. Someone who knows M. Eugène Figuière assured me that he saw a strong resemblance in M. Gleizes's portrait of that eminent publisher, who must, in that case, be made of gun-metal or some similar substance. It may be my stupidity, but I cannot understand what this sort of thing means or what the artist is driving at. There are a few other paintings which may, presumably, be called Cubist in default of any better name, which are merely patterns in bright colours, such as M. Picabia's and M. Metzinger's. One of M. Metzinger's pictures is a puzzle made up of a leg, an arm, a hat, a parasol, and various other objects, and is called En Canot. These patterns have certain decorative qualities and might do for a carpet or a hanging, but they are absurd in frames, and it is a mere affectation to give them titles.[12]"
http://www.wikidata.org/entity/Q3080509,"The Valpinçon Bather (Fr: La Grande Baigneuse) is an 1808 painting by the French Neoclassical artist Jean-Auguste-Dominique Ingres (1780–1867), held in the Louvre since 1879. Painted while the artist was studying at the French Academy in Rome, it was originally titled Seated Woman but later became known after one of its nineteenth-century owners.

Ingres had earlier painted female nudes, such as his Bathing Woman of 1807, yet this work is widely regarded as his first great treatment of the subject. As in the previous smaller work, the model is shown from behind, however The Valpinçon Bather lacks the earlier painting's overt sexuality, instead depicting a calm and measured sensuality.[1] Ingres returned to the form of this figure a number of times in his life; culminating in his The Turkish Bath of 1863, where the central figure in the foreground playing a mandolin echoes in rhythm and tone the model of the Valpinçon bather.[2][3]

Although the painting was not met with favour by critics when first exhibited, almost fifty years later, when the artist's reputation was well established, the Goncourt brothers wrote that ""Rembrandt himself would have envied the amber color of this pale torso"", while the Louvre described it as ""a masterpiece of harmonious lines and delicate light"".[4]

Charles Baudelaire (1821–1867) described the model as having a ""deep voluptuousness"", yet in many ways she is presented as essentially chaste.[4] This contradiction is apparent in many elements of the painting. The turn of her neck and the curves of her back and legs are accentuated by the fall of the metallic green draperies, the swell of the white curtain in front of her and the folds of the bed sheets and linen. However, these elements are countered by the cool tone in which her flesh is rendered as well as by elements such as the elegant black-veined marble to the left of her.[1]

Remarking on Ingres' ability to paint the human body in a unique manner, the art critic Robert Rosenblum wrote that ""the ultimate effect of [The Valpinçon Bather] is of a magical suspension of time and movement—even of the laws of gravity ... the figure seems to float weightlessly upon the enamel smoothness of the surface, exerting only the most delicate pressure, and the gravitational expectations of the heaviest earthbound forms are surprisingly controverted.""[1]
"
http://www.wikidata.org/entity/Q3212142,"The Ray (French: La raie) is a still life painting by Jean Simeon Chardin, first exhibited at the Exposition de la Jeunesse [fr] on 3 June 1728, and long held by the Louvre in Paris.

On 3 June 1728, the painting was first shown at the Exposition de la Jeunesse [fr], a free open air exhibition held for a few hours at the corner of the Place Dauphine and the Pont Neuf each year on the day of Corpus Christi (but postponed in the event of rain to Sunday after the end of the octave, Little Corpus Christi or Petite Fête-Dieu).
On 25 September 1728, Simeon Chardin exhibited the painting and The Buffet as his reception pieces to the Académie royale de peinture et de sculpture.[2] Both works remained with the Academy until the French Revolution, when they were moved to the new Muséum Central des Arts, now the Louvre.

Chardin depicts the bloody underside of a skate, gutted and hanging from a hook on the stone wall. The fish lies above a shelf on which there are various domestic items to the right on a white cloth: two metal pans, a ceramic jug, a bottle and a knife. Below the skate are two other fish, and further to the left are some opened oysters and a cat with an arched back and raised fur, as if frightened by the sight. The composition can be analysed as a series of pyramids, with the pointed skate in the centre, the jug and other inanimate objects to the right, and the cat and oysters to the left. The handle of the knife hanging off the ledge and the corner of the stone wall leading past the cat away from the viewer, adds depth to the scene.

Chardin was influenced by the Dutch still life paintings of the 17th century: the scene has been compared to Rembrandt's painting of the Slaughtered Ox. Although described by Diderot as ""'disgusting"", the peculiar but realistic composition was admired by other artists, including Matisse. Marcel Proust likened the image of the eponymous ray to the ""nave of a polychromatic cathedral.""[3]

As is often the case in Chardin's still lifes, the subject is not essential but the support for pictorial research, an exercise in style on light, reflections and textures. Chardin practiced painting for painting's sake before his time, as a precursor to the research of the end of the 19th century.

This article about an eighteenth-century painting is a stub. You can help Wikipedia by expanding it."
http://www.wikidata.org/entity/Q3622074,"Arearea is an 1892 work by French painter Paul Gauguin.[1] It was one of the works Gauguin exhibited at his 1893 Durand-Ruel exhibition in Paris.[2] It was bequeathed to the French state in 1961, and was in the collection of the Louvre.[3]  From 1986, the painting has been in the collection of the Musée d'Orsay.[2]  The prominence in his paintings of collarless free range dogs has been the subject of much speculation as to their symbolic or metaphorical meaning.[4]
"
http://www.wikidata.org/entity/Q2415259,"St. Michael is an oil painting by Italian artist Raphael. Also called the Little St. Michael to distinguish it from a larger, later treatment of the same theme, St. Michael Vanquishing Satan, it is now in the Louvre in Paris.[1] The work depicts the Archangel Michael in combat with the demons of Hell, while the damned suffer behind him. Along with St. George, it represents the first of Raphael's works on martial subjects.[2]

An early work of the artist, the painting was executed for Guidobaldo da Montefeltro, Duke of Urbino, in 1504 or 1505 on the back of a draughtboard, possibly commissioned to express appreciation to Louis XII of France for conferring the Order of Saint Michael on Francesco Maria I della Rovere, Guidobaldo's nephew and heir.[3] Whatever the impetus for its creation, by 1548 it hung in the collection at the Palace of Fontainebleau.

In 2006's Early Work of Raphael, Julia Cartwright suggests it may betray the influence of Timoteo Viti in the gold tinting to the green wings of Michael, while the sinners in the background suggest that Raphael may have consulted an illustrated volume of Dante's Inferno.[3] The punishments depicted reflect Dante's treatment of hypocrites and thieves.[4]

A little more than a decade after completing the little St. Michael, Raphael was commissioned to revisit the theme, producing St. Michael Vanquishing Satan for Pope Leo X in 1518.[5]
"
